#hg19.refGene.name	hg19.refGene.chrom	hg19.refGene.txStart	hg19.refGene.txEnd	hgFixed.refLink.name	hgFixed.refLink.geneName
NR_046706	chrX	38660500	38663136	MID1IP1-AS1	435202
NM_001098791	chrX	38660684	38665783	MID1IP1	82448
NM_001098790	chrX	38660684	38665783	MID1IP1	82448
NR_038968	chrX	39164209	39186616	LINC01281	324292
NR_110385	chrX	39226538	39251028	LINC01282	324241
NR_037501	chrX	39520469	39520575	MIR3937	284395
NM_001123385	chrX	39910498	39956719	BCOR	20529
NM_017745	chrX	39910498	39956719	BCOR	20529
NM_001195522	chrX	40482817	40483391	MPC1L	287016
NM_005765	chrX	40440215	40465888	ATP6AP2	22999
NM_004229	chrX	40508794	40594804	MED14	155389
NM_001289773	chrX	40594647	40597953	MED14OS	434961
NR_106988	chrX	41152089	41152139	MIR7641-2	289695
NM_001193416	chrX	41193414	41209540	DDX3X	75459
NR_126094	chrX	41193414	41197822	DDX3X	75459
NR_126093	chrX	41192560	41223725	DDX3X	75459
NM_001356	chrX	41192560	41209540	DDX3X	75459
NM_001193417	chrX	41193414	41209540	DDX3X	75459
NM_022567	chrX	41306712	41334905	NYX	155877
NM_080817	chrX	41583407	41589388	GPR82	155106
NM_025210	chrX	42636616	42637486	PPP1R2P9	413477
NR_110387	chrX	43036242	43085847	PINCR	438386
NR_046631	chrX	43808977	43830798	NDP-AS1	413397
NM_000266	chrX	43808023	43832921	NDP	71546
NM_173794	chrX	44382884	44402221	FUNDC1	84735
NM_022076	chrX	44703248	44704134	DUSP21	156081
NM_024689	chrX	45021554	45060146	CXorf36	85392
NM_176819	chrX	45007617	45060146	CXorf36	85392
NR_104645	chrX	45364632	45382889	LINC01204	324266
NR_104644	chrX	45364632	45386484	LINC01204	324266
NR_029636	chrX	45606420	45606530	MIR222	265866
NR_029635	chrX	45605584	45605694	MIR221	265916
NR_110388	chrX	46185358	46187109	LINC01186	324240
NM_017776	chrX	46306623	46334074	KRBOX4	274678
NM_001129898	chrX	46306623	46334074	KRBOX4	274678
NM_001129899	chrX	46306623	46334074	KRBOX4	274678
NM_001129900	chrX	46306623	46334074	KRBOX4	274678
NM_019886	chrX	46433121	46457931	CHST7	154367
NR_015378	chrX	46404924	46407910	ZNF674-AS1	324522
NM_006915	chrX	46696346	46741791	RP2	85099
NR_046101	chrX	46746853	46759139	LINC01545	279656
NM_001282848	chrX	46937753	46952713	RGN	79732
NM_001282849	chrX	46937753	46952713	RGN	79732
NM_019056	chrX	47001614	47004609	NDUFB11	76006
NM_001204467	chrX	47004616	47046214	RBM10	24330
NM_004683	chrX	46937753	46952713	RGN	79732
NM_152856	chrX	47004616	47046214	RBM10	24330
NM_001204468	chrX	47004616	47046214	RBM10	24330
NM_001135998	chrX	47001614	47004609	NDUFB11	76006
NM_001204466	chrX	47004616	47046214	RBM10	24330
NM_005676	chrX	47004616	47046214	RBM10	24330
NM_152869	chrX	46937753	46952713	RGN	79732
NM_001170460	chrX	47082416	47089394	CDK16	202185
NM_033018	chrX	47077527	47089394	CDK16	202185
NM_006201	chrX	47078075	47089394	CDK16	202185
NM_004651	chrX	47092313	47107727	USP11	83798
NR_024616	chrX	47064246	47065254	INE1	163956
NM_003446	chrX	47229998	47273098	ZNF157	155185
NR_003710	chrX	47248048	47248175	SNORA11C	430008
NM_001256196	chrX	47420498	47431320	ARAF	24166
NM_001256197	chrX	47420498	47425373	ARAF	24166
NM_001654	chrX	47420498	47431320	ARAF	24166
NM_003254	chrX	47441689	47446190	TIMP1	77062
NR_126059	chrX	47342114	47344626	LINC01560	290684
NR_039926	chrX	47446827	47446904	MIR4769	290350
NM_002621	chrX	47483611	47489704	CFP	24272
NM_005229	chrX	47494918	47510003	ELK1	154636
NR_045560	chrX	47511190	47518579	UXT	80118
NM_004182	chrX	47511190	47518579	UXT	80118
NM_001145252	chrX	47483611	47489369	CFP	24272
NM_153477	chrX	47511190	47518579	UXT	80118
NM_001114123	chrX	47494918	47510003	ELK1	154636
NM_001257168	chrX	47494918	47510003	ELK1	154636
NR_028119	chrX	47518231	47519510	UXT-AS1	414276
NR_045559	chrX	47511190	47518579	UXT	80118
NM_205856	chrX	47863733	47869126	SPACA5	76117
NM_001079900	chrX	47867138	47869133	SPACA5B	413252
NM_001190255	chrX	47917566	47931025	ZNF630	155868
NM_001282202	chrX	47917566	47931025	ZNF630	155868
NM_001282201	chrX	47917566	47931025	ZNF630	155868
NR_046742	chrX	47915698	47926696	ZNF630-AS1	325821
NM_001037735	chrX	47917566	47930508	ZNF630	155868
NM_205856	chrX	47986602	47991995	SPACA5	76117
NM_175723	chrX	48045655	48056199	SSX5	80306
NM_021015	chrX	48045655	48056199	SSX5	80306
NM_001079900	chrX	47990007	47992002	SPACA5B	413252
NM_001278691	chrX	48114751	48126879	SSX1	151224
NM_021014	chrX	48205862	48216188	SSX3	151640
NM_005635	chrX	48114751	48126879	SSX1	151224
NR_073393	chrX	48160984	48165614	SSX9	195217
NM_005636	chrX	48242967	48252785	SSX4	85674
NM_005636	chrX	48261523	48271344	SSX4	85674
NM_001282157	chrX	48334408	48344752	FTSJ1	24395
NM_177439	chrX	48334408	48344752	FTSJ1	24395
NM_175729	chrX	48242967	48252785	SSX4	85674
NM_175729	chrX	48261523	48271344	SSX4	85674
NM_033518	chrX	48316919	48328644	SLC38A5	74908
NM_012280	chrX	48334408	48344752	FTSJ1	24395
NM_001040612	chrX	48242956	48252785	SSX4B	156717
NM_001040612	chrX	48261523	48271355	SSX4B	156717
NM_001034832	chrX	48242956	48252785	SSX4B	156717
NM_001034832	chrX	48261523	48271355	SSX4B	156717
NM_006743	chrX	48432740	48439553	RBM3	35616
NM_203475	chrX	48367346	48379202	PORCN	84849
NM_203474	chrX	48368171	48379202	PORCN	84849
NM_001166426	chrX	48456196	48463582	WDR13	81548
NM_001282167	chrX	48367346	48379202	PORCN	84849
NM_001348264	chrX	48398006	48420997	TBC1D25	142195
NM_001348263	chrX	48398006	48420997	TBC1D25	142195
NM_001348262	chrX	48398006	48420997	TBC1D25	142195
NM_001348265	chrX	48398006	48420997	TBC1D25	142195
NM_001347219	chrX	48455865	48463582	WDR13	81548
NM_001347217	chrX	48455865	48463582	WDR13	81548
NM_203473	chrX	48367346	48379202	PORCN	84849
NM_022825	chrX	48367346	48379202	PORCN	84849
NM_006579	chrX	48380163	48387104	EBP	23059
NM_002536	chrX	48398006	48420997	TBC1D25	142195
NM_017883	chrX	48455865	48463582	WDR13	81548
NR_145494	chrX	48398006	48420997	TBC1D25	142195
NR_145495	chrX	48398006	48420997	TBC1D25	142195
NR_145496	chrX	48398006	48420997	TBC1D25	142195
NR_145497	chrX	48398006	48420997	TBC1D25	142195
NR_145498	chrX	48398006	48420997	TBC1D25	142195
NR_145499	chrX	48398006	48420997	TBC1D25	142195
NR_145500	chrX	48398006	48420997	TBC1D25	142195
NR_145501	chrX	48398006	48420997	TBC1D25	142195
NR_145502	chrX	48398006	48420997	TBC1D25	142195
NR_029427	chrX	48455865	48463582	WDR13	81548
NM_001282166	chrX	48553944	48567406	SUV39H1	76675
NM_003173	chrX	48555123	48567406	SUV39H1	76675
NM_000377	chrX	48542185	48549817	WAS	73098
NR_135593	chrX	48660422	48664262	HDAC6	30299
NM_001321231	chrX	48660422	48664262	HDAC6	30299
NM_001321230	chrX	48660422	48665367	HDAC6	30299
NM_001321229	chrX	48660355	48683392	HDAC6	30299
NM_001321228	chrX	48660422	48683392	HDAC6	30299
NM_001321227	chrX	48660422	48683392	HDAC6	30299
NM_001321226	chrX	48660422	48683392	HDAC6	30299
NM_001321225	chrX	48659783	48683392	HDAC6	30299
NR_135591	chrX	48661069	48683392	HDAC6	30299
NR_135592	chrX	48660422	48673261	HDAC6	30299
NM_006044	chrX	48660422	48683392	HDAC6	30299
NM_013271	chrX	48689501	48694040	PCSK1N	24665
NM_002049	chrX	48644981	48652717	GATA1	22361
NM_005834	chrX	48750729	48755426	TIMM17B	79995
NM_001167947	chrX	48750729	48755426	TIMM17B	79995
NM_181532	chrX	48684922	48688279	ERAS	155511
NM_001042498	chrX	48760888	48769235	SLC35A2	80832
NM_006875	chrX	48770458	48776413	PIM2	83186
NM_004979	chrX	48818638	48828251	KCND1	79059
NM_001136159	chrX	48779302	48815648	OTUD5	152014
NM_001282648	chrX	48760888	48769235	SLC35A2	80832
NM_001282647	chrX	48760456	48769235	SLC35A2	80832
NM_001282651	chrX	48760888	48769235	SLC35A2	80832
NM_001282650	chrX	48760888	48769235	SLC35A2	80832
NM_001282649	chrX	48760888	48769235	SLC35A2	80832
NM_005660	chrX	48760456	48769235	SLC35A2	80832
NM_020137	chrX	48830130	48858675	GRIPAP1	151294
NM_001136158	chrX	48779302	48814893	OTUD5	152014
NM_001136157	chrX	48779302	48814893	OTUD5	152014
NM_017602	chrX	48779302	48814893	OTUD5	152014
NM_001032289	chrX	48760888	48769235	SLC35A2	80832
NM_015698	chrX	48970322	48980151	GPKOW	151149
NM_033626	chrX	48916496	48927510	CCDC120	84770
NM_001163322	chrX	48916496	48927510	CCDC120	84770
NM_001163321	chrX	48916496	48927510	CCDC120	84770
NM_001163323	chrX	48916496	48927510	CCDC120	84770
NM_007075	chrX	48932091	48958059	WDR45	76303
NM_001271836	chrX	48910960	48927510	CCDC120	84770
NM_001271835	chrX	48916496	48927510	CCDC120	84770
NM_007213	chrX	48928812	48931704	PRAF2	81085
NM_001029896	chrX	48932091	48937564	WDR45	76303
NM_033215	chrX	49126305	49144555	PPP1R3F	155780
NM_001307979	chrX	49031150	49041346	PRICKLE3	151356
NM_005183	chrX	49061522	49089833	CACNA1F	143382
NM_001184745	chrX	49126305	49144555	PPP1R3F	155780
NM_003179	chrX	49044264	49056661	SYP	77052
NM_002668	chrX	49028183	49031468	PLP2	77159
NM_014009	chrX	49106896	49121288	FOXP3	72416
NM_014008	chrX	49091926	49106987	CCDC22	81460
NM_001114377	chrX	49106896	49121288	FOXP3	72416
NM_006150	chrX	49031150	49042853	PRICKLE3	151356
NM_001256789	chrX	49061522	49089833	CACNA1F	143382
NM_001256790	chrX	49061522	49089833	CACNA1F	143382
NR_046649	chrX	49055297	49058913	SYP-AS1	436149
NR_147988	chrX	49122682	49122937	FLICR	438401
NM_001098413	chrX	49160124	49176323	GAGE10	195221
NM_001477	chrX	49216676	49223943	GAGE12I	153517
NM_001474	chrX	49216648	49223939	GAGE4	155052
NM_001098409	chrX	49178512	49223943	GAGE12G	272286
NM_021123	chrX	49216651	49223939	GAGE7	155214
NM_001098407	chrX	49197562	49223943	GAGE2D	262700
NM_001472	chrX	49197595	49214430	GAGE2C	155958
NM_001098407	chrX	49207115	49214420	GAGE2D	262700
NM_001472	chrX	49207148	49223953	GAGE2C	155958
NM_012196	chrX	49207159	49214420	GAGE8	156867
NM_001475	chrX	49216656	49223943	GAGE5	153040
NM_001098407	chrX	49226137	49233481	GAGE2D	262700
NM_001472	chrX	49226170	49233491	GAGE2C	155958
NM_001098411	chrX	49235707	49242997	GAGE2B	272272
NM_001127199	chrX	49315880	49323262	GAGE12D	287743
NM_001098418	chrX	49306335	49313700	GAGE12E	197662
NM_001098409	chrX	49315888	49323252	GAGE12G	272286
NM_001098410	chrX	49296779	49304144	GAGE12H	287811
NM_001098408	chrX	49335002	49342360	GAGE12C	287775
NM_001098408	chrX	49344551	49351907	GAGE12C	287775
NM_001098405	chrX	49315857	49323252	GAGE12F	429838
NM_001127199	chrX	49325433	49332821	GAGE12D	287743
NM_001127199	chrX	49334991	49342370	GAGE12D	287743
NM_001098409	chrX	49334999	49342360	GAGE12G	272286
NM_001098418	chrX	49315891	49323252	GAGE12E	197662
NM_001098418	chrX	49325444	49332811	GAGE12E	197662
NM_001098418	chrX	49335002	49342360	GAGE12E	197662
NM_001098418	chrX	49344551	49351907	GAGE12E	197662
NM_001477	chrX	49325506	49332811	GAGE12I	153517
NM_001477	chrX	49335064	49342360	GAGE12I	153517
NM_001098409	chrX	49296776	49304144	GAGE12G	272286
NM_001476	chrX	49335037	49342356	GAGE6	194853
NM_001098410	chrX	49306335	49313700	GAGE12H	287811
NM_001098410	chrX	49315891	49323252	GAGE12H	287811
NM_001098405	chrX	49296745	49304144	GAGE12F	429838
NM_001098408	chrX	49296779	49304144	GAGE12C	287775
NM_001098408	chrX	49306335	49313700	GAGE12C	287775
NM_001098408	chrX	49315891	49323252	GAGE12C	287775
NM_001098408	chrX	49325444	49332811	GAGE12C	287775
NM_001098405	chrX	49325410	49332811	GAGE12F	429838
NM_001040663	chrX	49363615	49373139	GAGE1	151622
NM_001098405	chrX	49334968	49342360	GAGE12F	429838
NM_001127199	chrX	49296768	49304154	GAGE12D	287743
NM_001127199	chrX	49306324	49313710	GAGE12D	287743
NM_001127199	chrX	49344540	49351917	GAGE12D	287743
NM_001098418	chrX	49296779	49304144	GAGE12E	197662
NM_001098409	chrX	49325441	49332811	GAGE12G	272286
NM_001127345	chrX	49335037	49342296	GAGE12B	156307
NM_001098410	chrX	49344551	49351907	GAGE12H	287811
NM_001098409	chrX	49306332	49313700	GAGE12G	272286
NM_001354422	chrX	49334999	49342360	GAGE12G	272286
NM_001354422	chrX	49325441	49332811	GAGE12G	272286
NM_001127345	chrX	49325479	49332747	GAGE12B	156307
NM_001127212	chrX	49354117	49361430	GAGE2A	155013
NM_001098405	chrX	49306301	49313700	GAGE12F	429838
NM_001476	chrX	49325479	49332807	GAGE6	194853
NR_102272	chrX	49363615	49373139	GAGE1	151622
NM_003785	chrX	49452053	49460596	PAGE1	151560
NM_007003	chrX	49593905	49598867	PAGE4	83076
NM_001318877	chrX	49593862	49598867	PAGE4	83076
NM_001145073	chrX	49644469	49647168	USP27X	202197
NR_026742	chrX	49641326	49643959	USP27X-AS1	324510
NR_029850	chrX	49773571	49773635	MIR362	268282
NR_030224	chrX	49773038	49773122	MIR500A	271301
NM_001272102	chrX	49687224	49807150	CLCN5	73126
NR_030225	chrX	49774329	49774413	MIR501	263287
NR_030241	chrX	49767753	49767844	MIR532	263237
NR_029708	chrX	49768108	49768194	MIR188	263251
NR_036257	chrX	49775279	49775358	MIR500B	430915
NR_030397	chrX	49777848	49777945	MIR660	268054
NR_030226	chrX	49779205	49779291	MIR502	268164
NM_001282163	chrX	49834155	49863892	CLCN5	73126
NM_000084	chrX	49832214	49863892	CLCN5	73126
NM_003886	chrX	49955410	49965664	AKAP4	74802
NM_139289	chrX	49955419	49965004	AKAP4	74802
NM_005448	chrX	50653734	50659641	BMP15	73314
NM_001304963	chrX	51075660	51080377	NUDT10	145580
NM_153183	chrX	51075082	51080377	NUDT10	145580
NM_018159	chrX	51232862	51239459	NUDT11	84963
NM_203407	chrX	51149766	51151689	CXorf67	436064
NM_001355276	chrX	51359873	51361770	CENPVL3	439880
NM_018094	chrX	51486480	51489326	GSPT2	146363
NM_001355277	chrX	51424145	51425764	CENPVL1	284515
NM_001355278	chrX	51424145	51425764	CENPVL2	284514
NM_001355277	chrX	51453607	51455226	CENPVL1	284515
NM_001355278	chrX	51453607	51455226	CENPVL2	284514
NM_001098800	chrX	51804922	51812368	MAGED4	145080
NM_030801	chrX	51804922	51812368	MAGED4B	151251
NM_001242362	chrX	51804922	51812368	MAGED4B	151251
NM_001272062	chrX	51804922	51812368	MAGED4	145080
NM_177535	chrX	51804922	51812368	MAGED4B	151251
NM_001272061	chrX	51804922	51812368	MAGED4	145080
NM_001272063	chrX	51804922	51812368	MAGED4	145080
NR_003711	chrX	51806442	51806569	SNORA11D	430033
NR_102368	chrX	51806442	51806569	SNORA11E	430026
NM_177537	chrX	51804922	51812368	MAGED4B	151251
NM_001272061	chrX	51927918	51935366	MAGED4	145080
NM_030801	chrX	51927918	51935364	MAGED4B	151251
NM_001242362	chrX	51927918	51935364	MAGED4B	151251
NM_001098800	chrX	51927918	51935366	MAGED4	145080
NM_001272063	chrX	51927918	51935366	MAGED4	145080
NM_177535	chrX	51927918	51935364	MAGED4B	151251
NM_001272062	chrX	51927918	51935366	MAGED4	145080
NR_003711	chrX	51933717	51933844	SNORA11D	430033
NR_102368	chrX	51933717	51933844	SNORA11E	430026
NM_177537	chrX	51927918	51935364	MAGED4B	151251
NM_130777	chrX	52112152	52118826	XAGE2	151950
NR_107055	chrX	52079698	52079784	MIR8088	289501
NM_001097596	chrX	52238962	52243953	XAGE1B	194027
NR_033254	chrX	52239018	52243953	XAGE1B	194027
NM_001097596	chrX	52255219	52260210	XAGE1B	194027
NR_033254	chrX	52255219	52260154	XAGE1B	194027
NM_001097594	chrX	52238809	52243953	XAGE1B	194027
NM_001097594	chrX	52255219	52260363	XAGE1B	194027
NM_001097604	chrX	52238809	52243953	XAGE1E	204540
NM_001097605	chrX	52238962	52243953	XAGE1E	204540
NR_033257	chrX	52239018	52243953	XAGE1E	204540
NR_033257	chrX	52255219	52260154	XAGE1E	204540
NM_001097605	chrX	52255219	52260210	XAGE1E	204540
NM_001097604	chrX	52255219	52260363	XAGE1E	204540
NM_130777	chrX	52380347	52387021	XAGE2	151950
NM_001097596	chrX	52511913	52516904	XAGE1B	194027
NM_001097596	chrX	52541053	52546044	XAGE1B	194027
NM_001097596	chrX	52528159	52533150	XAGE1B	194027
NR_033254	chrX	52511969	52516904	XAGE1B	194027
NR_033254	chrX	52528159	52533094	XAGE1B	194027
NR_033254	chrX	52541053	52545988	XAGE1B	194027
NM_001097594	chrX	52511760	52516904	XAGE1B	194027
NM_001097594	chrX	52528159	52533303	XAGE1B	194027
NM_001097594	chrX	52541053	52546197	XAGE1B	194027
NM_001097604	chrX	52511760	52516904	XAGE1E	204540
NM_001097605	chrX	52511913	52516904	XAGE1E	204540
NR_033257	chrX	52511969	52516904	XAGE1E	204540
NR_033257	chrX	52528159	52533094	XAGE1E	204540
NM_001097605	chrX	52528159	52533150	XAGE1E	204540
NM_001097604	chrX	52528159	52533303	XAGE1E	204540
NR_033257	chrX	52541053	52545988	XAGE1E	204540
NM_001097605	chrX	52541053	52546044	XAGE1E	204540
NM_001097604	chrX	52541053	52546197	XAGE1E	204540
NR_027250	chrX	52651984	52662998	SSX8	309362
NM_173358	chrX	52673110	52683950	SSX7	193780
NM_003147	chrX	52725945	52736277	SSX2	144320
NM_003147	chrX	52780279	52790617	SSX2	144320
NM_001278697	chrX	52725945	52736277	SSX2	144320
NM_001278697	chrX	52780279	52790617	SSX2	144320
NM_175698	chrX	52725945	52736277	SSX2	144320
NM_175698	chrX	52780279	52790617	SSX2	144320
NM_001278702	chrX	52725945	52736276	SSX2B	398130
NM_001278702	chrX	52780280	52790617	SSX2B	398130
NM_001278701	chrX	52725945	52736276	SSX2B	398130
NM_001278701	chrX	52780280	52790617	SSX2B	398130
NM_001164417	chrX	52780280	52790617	SSX2B	398130
NM_001164417	chrX	52725945	52736276	SSX2B	398130
NM_130776	chrX	52891557	52896332	XAGE3	154750
NM_001242491	chrX	52926321	52937585	FAM156A	151201
NM_001321186	chrX	52920628	52937585	FAM156B	202324
NM_001321188	chrX	52927180	52937585	FAM156B	202324
NM_130775	chrX	52841227	52847322	XAGE5	154981
NM_001321183	chrX	52925966	52937585	FAM156B	202324
NM_001321182	chrX	52926321	52937585	FAM156B	202324
NM_001321181	chrX	52920628	52937585	FAM156B	202324
NM_001321180	chrX	52927592	52937585	FAM156B	202324
NM_001321179	chrX	52926321	52937585	FAM156B	202324
NM_001321178	chrX	52926321	52937585	FAM156B	202324
NM_133179	chrX	52891557	52897119	XAGE3	154750
NM_001321187	chrX	52926321	52937585	FAM156B	202324
NM_001099684	chrX	52928084	52937585	FAM156B	202324
NM_001009616	chrX	52825185	52826388	SPANXN5	194794
NM_014138	chrX	52976463	53024651	FAM156A	151201
NM_001321186	chrX	52976463	52993402	FAM156B	202324
NM_001321187	chrX	52976463	52987715	FAM156B	202324
NM_001242496	chrX	52976463	53024651	FAM156A	151201
NM_001242495	chrX	52976463	53024651	FAM156A	151201
NM_001242491	chrX	52976463	52987715	FAM156A	151201
NM_001242490	chrX	52976463	53024651	FAM156A	151201
NM_001242489	chrX	52976463	53024651	FAM156A	151201
NM_001242494	chrX	52976463	53024651	FAM156A	151201
NM_001242493	chrX	52976463	53024651	FAM156A	151201
NM_001242492	chrX	52976463	53024651	FAM156A	151201
NM_001242497	chrX	52976463	53024651	FAM156A	151201
NM_001321178	chrX	52976463	52987715	FAM156B	202324
NM_001321183	chrX	52976463	52988070	FAM156B	202324
NM_001321182	chrX	52976463	52987715	FAM156B	202324
NM_001321181	chrX	52976463	52993402	FAM156B	202324
NM_001321180	chrX	52976463	52986445	FAM156B	202324
NM_001321179	chrX	52976463	52987715	FAM156B	202324
NM_001321188	chrX	52976463	52986857	FAM156B	202324
NM_001099684	chrX	52976463	52985953	FAM156B	202324
NM_022117	chrX	53111541	53117728	TSPYL2	151297
NR_145976	chrX	53123338	53154306	KANTR	274938
NR_145977	chrX	53123338	53154306	KANTR	274938
NR_145978	chrX	53123338	53154306	KANTR	274938
NR_145979	chrX	53123338	53154306	KANTR	274938
NR_145980	chrX	53123338	53154306	KANTR	274938
NR_110456	chrX	53123338	53177190	KANTR	274938
NR_145973	chrX	53123338	53177190	KANTR	274938
NR_145974	chrX	53123338	53177190	KANTR	274938
NR_145975	chrX	53123338	53177190	KANTR	274938
NM_001243197	chrX	53295505	53310796	IQSEC2	193687
NM_004187	chrX	53220502	53254604	KDM5C	72639
NM_015075	chrX	53262057	53310796	IQSEC2	193687
NM_001282622	chrX	53220502	53254604	KDM5C	72639
NR_106955	chrX	53224592	53224670	MIR6895	290034
NR_106954	chrX	53228070	53228127	MIR6894	289388
NM_001146702	chrX	53220502	53254604	KDM5C	72639
NM_001353978	chrX	53220502	53254604	KDM5C	72639
NM_001353984	chrX	53220502	53254604	KDM5C	72639
NM_001267053	chrX	53449804	53458068	RIBC1	82201
NM_006306	chrX	53401069	53449677	SMC1A	82935
NM_004493	chrX	53458205	53461323	HSD17B10	24232
NM_001281463	chrX	53401069	53449677	SMC1A	82935
NR_106916	chrX	53432604	53432697	MIR6857	289302
NM_144968	chrX	53449804	53456776	RIBC1	82201
NM_001037811	chrX	53458205	53461323	HSD17B10	24232
NM_001031745	chrX	53449804	53458068	RIBC1	82201
NR_029513	chrX	53583183	53583302	MIR98	267763
NR_029484	chrX	53584152	53584235	MIRLET7F2	265895
NM_198456	chrX	54200221	54209714	FAM120C	152492
NM_004463	chrX	54471886	54522599	FGD1	83465
NM_058163	chrX	54466807	54474460	TSR2	79252
NM_001346792	chrX	54466807	54474460	TSR2	79252
NM_001346791	chrX	54466807	54474460	TSR2	79252
NM_001346790	chrX	54466807	54474460	TSR2	79252
NM_001346789	chrX	54466807	54474460	TSR2	79252
NM_019067	chrX	54556643	54593720	GNL3L	79195
NM_001184819	chrX	54556643	54593720	GNL3L	79195
NM_201222	chrX	54835492	54842448	MAGED2	81728
NM_014599	chrX	54834770	54842448	MAGED2	81728
NM_177433	chrX	54834031	54842448	MAGED2	81728
NR_002953	chrX	54840802	54840933	SNORA11	430133
NM_001039705	chrX	54946995	54957866	TRO	145221
NR_073450	chrX	54959566	55020511	PFKFB1	75593
NM_002625	chrX	54959566	55020511	PFKFB1	75593
NM_001271184	chrX	54947256	54957866	TRO	145221
NM_016157	chrX	54946995	54957866	TRO	145221
NR_073149	chrX	54946995	54957866	TRO	145221
NR_073148	chrX	54946995	54957866	TRO	145221
NM_001271183	chrX	54946995	54957866	TRO	145221
NM_014481	chrX	55026755	55034306	APEX2	85233
NM_001271748	chrX	55026755	55034306	APEX2	85233
NM_001271804	chrX	54959566	55020511	PFKFB1	75593
NM_001271805	chrX	54959566	55024967	PFKFB1	75593
NR_145717	chrX	54953737	54953868	SNORA11G	311292
NM_177557	chrX	54946995	54957866	TRO	145221
NM_177556	chrX	54946995	54957866	TRO	145221
NM_207339	chrX	55115484	55119269	PAGE2	154619
NM_001015038	chrX	55101488	55105336	PAGE2B	22178
NM_001190708	chrX	55207823	55208944	MTRNR2L10	262567
NM_130467	chrX	55246779	55250541	PAGE5	151948
NM_001171252	chrX	55284848	55291279	PAGE3	156760
NM_001303613	chrX	55284848	55291349	PAGE3	156760
NR_132964	chrX	55209914	55210040	SNORA109	258719
NM_001017931	chrX	55284848	55291279	PAGE3	156760
NM_001013435	chrX	55246779	55250541	PAGE5	151948
NM_201286	chrX	55511048	55515631	USP51	147294
NM_014061	chrX	55478521	55480001	MAGEH1	81523
NR_039764	chrX	55477927	55478015	MIR4536-1	290199
NR_130469	chrX	55477927	55478015	MIR4536-2	289142
NM_198451	chrX	55649832	55652621	FOXR2	152218
NM_006064	chrX	55744109	55785207	RRAGB	81715
NM_001354013	chrX	55744109	55785207	RRAGB	81715
NM_001354011	chrX	55744109	55785207	RRAGB	81715
NR_148685	chrX	55744109	55785207	RRAGB	81715
NR_148689	chrX	55744109	55785207	RRAGB	81715
NR_148690	chrX	55744109	55785207	RRAGB	81715
NR_148687	chrX	55744109	55785207	RRAGB	81715
NR_148686	chrX	55744109	55785207	RRAGB	81715
NM_016656	chrX	55744109	55785207	RRAGB	81715
NR_148684	chrX	55744109	55785207	RRAGB	81715
NR_148691	chrX	55744109	55785207	RRAGB	81715
NR_148692	chrX	55744109	55785207	RRAGB	81715
NR_148688	chrX	55744109	55785207	RRAGB	81715
NR_148683	chrX	55744109	55785207	RRAGB	81715
NM_001324099	chrX	56259590	56317963	KLF8	60730
NM_001324100	chrX	56259590	56317963	KLF8	60730
NM_001159296	chrX	56258788	56317963	KLF8	60730
NM_007250	chrX	56258788	56317963	KLF8	60730
NM_001324102	chrX	56258788	56317963	KLF8	60730
NR_136705	chrX	56258788	56317963	KLF8	60730
NR_136704	chrX	56259590	56317963	KLF8	60730
NM_013444	chrX	56590025	56593443	UBQLN2	155002
NM_001348129	chrX	56755651	56845611	NBDY	349111
NR_002308	chrX	56763220	56764017	UQCRBP1	429940
NM_001010862	chrX	57017263	57021988	SPIN3	156920
NM_019003	chrX	57162082	57164058	SPIN2A	155123
NM_007157	chrX	57618268	57623910	ZXDB	193640
NM_001319967	chrX	57703499	57706693	NLRP2B	305952
NM_001012968	chrX	62567106	62571218	SPIN4	154321
NR_138419	chrX	62890075	62891382	ARHGEF9-IT1	285912
NR_031567	chrX	63005881	63005967	MIR1468	267700
NM_152424	chrX	63404996	63425624	AMER1	279600
NM_130388	chrX	63444071	63450511	ASB12	155042
NM_001178033	chrX	64135681	64196413	ZC4H2	82615
NM_018684	chrX	64135681	64196413	ZC4H2	82615
NR_045044	chrX	64135681	64196413	ZC4H2	82615
NM_001010888	chrX	64708614	64727767	ZC3H12B	156798
NR_033742	chrX	64770501	64772301	FRMD8P1	286518
NM_002444	chrX	64887510	64961793	MSN	81176
NM_007268	chrX	65241579	65259967	VSIG4	80859
NM_001257403	chrX	65241579	65259967	VSIG4	80859
NR_029637	chrX	65238711	65238821	MIR223	265870
NM_001184830	chrX	65241579	65259967	VSIG4	80859
NM_001184831	chrX	65241579	65259967	VSIG4	80859
NM_001100431	chrX	65241579	65259967	VSIG4	80859
NR_136727	chrX	65815481	65858936	EDA2R	153792
NR_136726	chrX	65815481	65859140	EDA2R	153792
NM_001324199	chrX	65815481	65858936	EDA2R	153792
NM_021783	chrX	65815481	65858936	EDA2R	153792
NM_001242310	chrX	65815481	65835872	EDA2R	153792
NM_001324206	chrX	65815481	65858936	EDA2R	153792
NM_001324205	chrX	65815481	65858936	EDA2R	153792
NM_001324204	chrX	65815481	65858936	EDA2R	153792
NM_001324202	chrX	65815481	65859140	EDA2R	153792
NM_001324201	chrX	65815481	65859140	EDA2R	153792
NM_001199687	chrX	65815481	65859140	EDA2R	153792
NM_173834	chrX	67718623	67757127	YIPF6	35975
NM_001195214	chrX	67718623	67757127	YIPF6	35975
NM_001142504	chrX	67913481	67945684	STARD8	84882
